#   time    x   y   vx  vy
  2.90000000e+00   7.88559713e+01   4.13795578e+01   2.21354793e+01  -2.58620548e+00
  2.91000000e+00   7.90772072e+01   4.13532237e+01   2.21116926e+01  -2.68061543e+00
  2.92000000e+00   7.92982054e+01   4.13259462e+01   2.20879522e+01  -2.77489640e+00
  2.93000000e+00   7.95189665e+01   4.12977264e+01   2.20642576e+01  -2.86904865e+00
  2.94000000e+00   7.97394908e+01   4.12685658e+01   2.20406081e+01  -2.96307241e+00
  2.95000000e+00   7.99597788e+01   4.12384656e+01   2.20170031e+01  -3.05696791e+00
  2.96000000e+00   8.01798311e+01   4.12074271e+01   2.19934422e+01  -3.15073538e+00
  2.97000000e+00   8.03996479e+01   4.11754516e+01   2.19699247e+01  -3.24437503e+00
  2.98000000e+00   8.06192298e+01   4.11425402e+01   2.19464502e+01  -3.33788707e+00
  2.99000000e+00   8.08385771e+01   4.11086945e+01   2.19230179e+01  -3.43127171e+00
  3.00000000e+00   8.10576903e+01   4.10739155e+01   2.18996275e+01  -3.52452912e+00
